,id,sentence,subject_entity,object_entity,label
865,914,"개미와 흰개미 모두 수렴진화로 진사회성(眞社會性, eusociality)을 띄고 있다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '진사회성', 'start_idx': 17, 'end_idx': 20, 'type': 'NOP'}",곤충:특성
460,464,"템노토락스 알비펜니스(""Temnothorax albipennis"")의 경우, 아는 것이 많은 '척후'개미는 미숙한 동료를 데리고 천천히 세로로 나란히 가며(병렬주행) 새로 발견한 먹이감이 있는 곳으로 이끈다.","{'word': '템노토락스 알비펜니스', 'start_idx': 0, 'end_idx': 10, 'type': 'CLS'}","{'word': '병렬주행', 'start_idx': 87, 'end_idx': 90, 'type': 'NOP'}",곤충:특성
4,5,"강도래목 유충은 물 속에서 생활하는데, 촉각과 꼬리털이 강도래목 성충의 것과 비슷하다.","{'word': '강도래목 유충', 'start_idx': 0, 'end_idx': 6, 'type': 'INS'}","{'word': '꼬리털', 'start_idx': 26, 'end_idx': 28, 'type': 'PHY'}",곤충:특성
644,659,"그 밖에 소나무를 해치는 솔나방과 그 유충인 송충이, 옷감의 해충인 옷좀나방, 저장한 곡식을 먹는 화랑곡나방 등이 있다.","{'word': '화랑곡나방', 'start_idx': 55, 'end_idx': 59, 'type': 'INS'}","{'word': '곡식', 'start_idx': 48, 'end_idx': 49, 'type': 'POH'}",곤충:먹이
516,520,"오스트레일리아의 맹그로브 습지에서 찾아 볼 수 있는 가시개미속의 물개미(""Polyrhachis sokolova"")는 수영을 할 수 있으며, 물 아래 개미집에서 서식한다.","{'word': '가시개미속의 물개미', 'start_idx': 29, 'end_idx': 38, 'type': 'INS'}","{'word': '맹그로브 습지', 'start_idx': 9, 'end_idx': 15, 'type': 'LOC'}",곤충:서식지
471,475,"개미 유사성(myrmecomorphy)은 여러가지가 있는데, 베이츠 의태(Batesian mimicry)의 경우 적의 공격을 받을 위험이 줄어든다. 바스만 의태(Wasmannian mimicry)를 하는 종도 있는데, 이것은 공생 동물과 비슷하게 보이는 것이다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '베이츠 의태', 'start_idx': 34, 'end_idx': 39, 'type': 'PHY'}",곤충:특성
543,547,몇몇 남아메리카 개미새(antbird)는 군대개미를 따라다니며 먹이를 찾는 개미 때문에 숨어있다가 나온 벌레를 잡아먹는다.,"{'word': '군대개미', 'start_idx': 23, 'end_idx': 26, 'type': 'INS'}","{'word': '개미새', 'start_idx': 9, 'end_idx': 11, 'type': 'NOI'}",관계없음
542,546,"진디나 매미충, 뿔매미 같은 곤충은 수액을 먹으면 단물을 분비한다.","{'word': '뿔매미', 'start_idx': 9, 'end_idx': 11, 'type': 'INS'}","{'word': '수액', 'start_idx': 20, 'end_idx': 21, 'type': 'POH'}",곤충:먹이
724,763,인편(scale)은 나비의 날개를 보호하고 무늬를 형성한다.,"{'word': '나비', 'start_idx': 11, 'end_idx': 12, 'type': 'INS'}","{'word': '인편', 'start_idx': 0, 'end_idx': 1, 'type': 'PHY'}",곤충:특성
422,426,"불개미의 침은 아프며, 과민한 사람에겐 위험할 수 있다.","{'word': '불개미', 'start_idx': 0, 'end_idx': 2, 'type': 'INS'}","{'word': '침', 'start_idx': 5, 'end_idx': 5, 'type': 'PHY'}",곤충:특성
576,583,부채벌레목(Strepsiptera) 기생 곤충은 숙주 개미를 조종하여 풀 줄기에 올라가게 하여 자신이 짝을 찾는 데 이용한다.,"{'word': '개미', 'start_idx': 30, 'end_idx': 31, 'type': 'INS'}","{'word': '부채벌레목', 'start_idx': 0, 'end_idx': 4, 'type': 'CLS'}",관계없음
1021,1072,"1966년 E.O. 윌슨과 동료들은 백악기에 살던 개미 화석 스페코미르마 프레이(""Sphecomyrma freyi"")를 발견하였다.","{'word': '개미', 'start_idx': 28, 'end_idx': 29, 'type': 'INS'}","{'word': '1966년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",관계없음
1087,1138,대한민국에서는 다음 곤충을 식품 원료로 사용할 수 있다.,"{'word': '곤충', 'start_idx': 11, 'end_idx': 12, 'type': 'CLS'}","{'word': '대한민국', 'start_idx': 0, 'end_idx': 3, 'type': 'LOC'}",관계없음
156,159,그러나 마다가스카르휘파람바퀴는 애완용으로 길러진다.,"{'word': '마다가스카르휘파람바퀴', 'start_idx': 4, 'end_idx': 14, 'type': 'INS'}","{'word': '애완용', 'start_idx': 17, 'end_idx': 19, 'type': 'POH'}",곤충:특성
916,966,"큰 군체는 불임성의 날개 없는 암컷 개미 대다수가 일개미나 병정개미 혹은 여타 분업 집단 등의 계급을 이루며, 그 밖에 임성이 있는 수개미와 하나 이상의 여왕개미로 구성되어 있다.","{'word': '암컷 개미', 'start_idx': 17, 'end_idx': 21, 'type': 'INS'}","{'word': '날개', 'start_idx': 11, 'end_idx': 12, 'type': 'PHY'}",관계없음
484,488,"어떤 종은 흰개미(Megaponera와 Termitopone)를 잡아먹으며, 일부 배잘록침개미아과(Cerapachyinae)는 다른 개미를 잡아먹는다.","{'word': '흰개미', 'start_idx': 6, 'end_idx': 8, 'type': 'INS'}","{'word': '배잘록침개미아과', 'start_idx': 46, 'end_idx': 53, 'type': 'CLS'}",관계없음
616,629,파리는 다음과 같은 뜻이 있다.,"{'word': '파리', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '뜻', 'start_idx': 11, 'end_idx': 11, 'type': 'POH'}",관계없음
103,106,포유류와 조류의 피부에 붙어 살면서 혈액을 빨아먹으며 흑사병과 발진열의 병균을 옮긴다.,"{'word': '포유류', 'start_idx': 0, 'end_idx': 2, 'type': 'CLS'}","{'word': '조류', 'start_idx': 5, 'end_idx': 6, 'type': 'CLS'}",관계없음
183,186,하루살이처럼 날개가 성장한 후 탈피하는 곤충은 찾아보기 힘들다.,"{'word': '하루살이', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '날개', 'start_idx': 7, 'end_idx': 8, 'type': 'PHY'}",곤충:특성
1037,1088,생긴 것으로 보면 다지류의 노래기의 한 갈래로 보이지만 갑각류로서 새우나 게에 더 가깝다.,"{'word': '갑각류', 'start_idx': 31, 'end_idx': 33, 'type': 'CLS'}","{'word': '게', 'start_idx': 41, 'end_idx': 41, 'type': 'NOI'}",생물분류:하위분류
546,550,"그래서 어떤 일개미는 군체를 깨끗하게 유지하는 일을 맡으며, 이들이 하는 일 가운데는 시체 처리(necrophory)도 있다.","{'word': '일개미', 'start_idx': 7, 'end_idx': 9, 'type': 'INS'}","{'word': '군체를 깨끗하게 유지하는 일', 'start_idx': 12, 'end_idx': 26, 'type': 'NOP'}",곤충:특성
274,277,"백악기보다 이른 시기의 화석은 발견되지 않았지만, 최근의 연구에서는 학질모기아과와 보통모기아과에 이르는 가장 이른 계통 분기가 2억 2,600만 년 전에 있었음이 제시되었다.","{'word': '보통모기아과', 'start_idx': 46, 'end_idx': 51, 'type': 'CLS'}","{'word': '2억 2,600만 년 전', 'start_idx': 71, 'end_idx': 83, 'type': ‘NOH'}",관계없음
664,692,고수귀뚜라미붙이는 환경 파괴로 현존 여부가 불확실하다.,"{'word': '고수귀뚜라미붙이', 'start_idx': 0, 'end_idx': 7, 'type': 'INS'}","{'word': '환경', 'start_idx': 10, 'end_idx': 11, 'type': 'POH'}",관계없음
1182,1238,불균시아목은 잠자리목 중에서 앞 뒤의 날개 모양이 다른 것 때문에 붙여진 이름이다.,"{'word': '잠자리목', 'start_idx': 7, 'end_idx': 10, 'type': 'CLS'}","{'word': '불균시아목', 'start_idx': 0, 'end_idx': 4, 'type': 'CLS'}",생물분류:하위분류
1242,1300,"알에서 깨어난 잠자리 유충(수채,학배기)은 물속에서 아가미를 사용해서 숨을 쉬는데, 이때 물잠자리 또는 실잠자리류 유충은 기관아가미를 이용하여 호흡하고 왕잠자리나 잠자리류는 배에 있는 부속기로 호흡한다. (부속기들로 공기를 들이마시고 내뿜은 원리)그러나 강한 아래턱을 쏘아 올챙이, 물고기를 사냥하여 잡아먹고 자라난 후 물 밖으로 나와 탈피하여 성충이 된다.(불완전변태) 성충이 된 잠자리는 각다귀, 멸구, 끝검은매미충, 모기, 파리 등의 작은 곤충들을 가시가 많아 덫처럼 사용할 수 있는 다리로 사냥하여 잡아먹는데, 동족끼리 잡아먹기도 한다.","{'word': '왕잠자리', 'start_idx': 85, 'end_idx': 88, 'type': 'INS'}","{'word': '부속기', 'start_idx': 103, 'end_idx': 105, 'type': 'PHY'}",곤충:특성
931,981,"이 화석은 8천만여 년 전에 호박에 묻혀서 보존된 것으로, 침개미의 특성을 모두 가지고 있다.","{'word': '침개미', 'start_idx': 33, 'end_idx': 35, 'type': 'INS'}","{'word': '호박', 'start_idx': 16, 'end_idx': 17, 'type': 'POH'}",관계없음
179,182,벼룩은 벼룩목(Siphonaptera)에 속하는 곤충의 총칭이다.,"{'word': '벼룩목', 'start_idx': 4, 'end_idx': 6, 'type': 'CLS'}","{'word': '벼룩', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}",생물분류:하위분류
1088,1139,또 성인식 통과의례에서 참을성을 시험하고자 개미에게 물리게 하는 경우도 있다.,"{'word': '개미', 'start_idx': 24, 'end_idx': 25, 'type': 'INS'}","{'word': '성인식', 'start_idx': 2, 'end_idx': 4, 'type': 'POH'}",관계없음
347,350,이런 단물의 당분은 고에너지 식량 자원이라 여러 종의 개미들이 이를 모은다.,"{'word': '개미', 'start_idx': 30, 'end_idx': 31, 'type': 'INS'}","{'word': '단물', 'start_idx': 3, 'end_idx': 4, 'type': 'POH'}",곤충:먹이
936,986,둥그스름한 세모꼴의 얼굴과 양 쪽 눈의 겹눈 그리고 여왕개미와 수개미는 특유의 세 개의 홑눈을 가지고 있다.,"{'word': '수개미', 'start_idx': 35, 'end_idx': 37, 'type': 'INS'}","{'word': '세 개의 홑눈', 'start_idx': 44, 'end_idx': 50, 'type': 'PHY'}",곤충:특성
327,330,학질모기(얼룩날개모기)도 마찬가지로 얼룩날개모기속에 속하지 않는 모기들이 병원성 바이러스를 옮기기도 하지만 이들이 유효한 매개체로서 바이러스를 옮기는지는 명확하지 않다.,"{'word': '학질모기', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '바이러스', 'start_idx': 45, 'end_idx': 48, 'type': 'POH'}",곤충:특성
1268,1326,인도의 일부 지역과 버마 및 타이에서는 꿀단지개미를 짓이겨 커리 양념으로 쓰기도 한다.,"{'word': '꿀단지개미', 'start_idx': 22, 'end_idx': 26, 'type': 'INS'}","{'word': '타이', 'start_idx': 16, 'end_idx': 17, 'type': 'LOC'}",관계없음
578,585,"케라파키스 비로이(""Cerapachys biroi"") 군체에 행한 통제된 실험에 따르면, 각 개미는 자신의 이전 경험에 따라 각자 개미집에서 역할을 선택함을 시사하고 있다.","{'word': '개미', 'start_idx': 52, 'end_idx': 53, 'type': 'INS'}","{'word': '케라파키스 비로이', 'start_idx': 0, 'end_idx': 8, 'type': 'INS'}",관계없음
804,853,예를 들어 아프리카의 베짜기 개미는 계급에 따라 별개의 두 가지 크기 분포 체계를 지니고 있다.,"{'word': '베짜기 개미', 'start_idx': 12, 'end_idx': 17, 'type': 'INS'}","{'word': '크기 분포 체계', 'start_idx': 36, 'end_idx': 43, 'type': 'POH'}",곤충:특성
1194,1250,"국제연합식량농업기구(FAO)에 따르면, 곤충은 쇠고기에 비해 단백질뿐만 아니라 미네랄, 비타민,그리고 섬유질의 함량이 높다.","{'word': '곤충', 'start_idx': 22, 'end_idx': 23, 'type': 'CLS'}","{'word': '국제연합식량농업기구', 'start_idx': 0, 'end_idx': 9, 'type': 'POH'}",관계없음
1057,1108,"개미는 개밋과에 속하는 진사회성 곤충의 총칭으로, 말벌상과, 벌과 더불어 벌목에 속한다.","{'word': '벌목', 'start_idx': 41, 'end_idx': 42, 'type': 'CLS'}","{'word': '벌', 'start_idx': 34, 'end_idx': 34, 'type': 'INS'}",생물분류:하위분류
272,275,한자어로는 하루살이를 부유(蜉蝣)라고 하며 불교 문헌을 비롯한 옛 문헌에서 삶이 아주 짧은 동물을 들 때 흔히 등장한다.,"{'word': '하루살이', 'start_idx': 6, 'end_idx': 9, 'type': 'INS'}","{'word': '부유', 'start_idx': 12, 'end_idx': 13, 'type': 'INS'}",곤충:별칭
992,1042,"식물은 개미에게 집터를 제공하는데, 꽃꿀을 먹이로 제공하는 경우도 있다.","{'word': '개미', 'start_idx': 4, 'end_idx': 5, 'type': 'INS'}","{'word': '식물', 'start_idx': 0, 'end_idx': 1, 'type': 'NOI'}",곤충:공생
453,457,"개미집은 땅, 돌이나 나무 밑, 나무 안, 빈 줄기, 심지어 도토리 속에도 있다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '빈 줄기', 'start_idx': 24, 'end_idx': 27, 'type': 'LOC'}",곤충:서식지
702,735,"누에가 만드는 고치는 비단의 원료가 되며, 현재는 잘 쓰이지 않지만 누에나방 등의 실샘에서 얻은 텍스사(絲)는 낚싯줄로 쓰였다.","{'word': '누에', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '고치', 'start_idx': 8, 'end_idx': 9, 'type': 'PHY'}",곤충:특성
1144,1198,"전세계적으로 해충으로 분류되는 개미로는 도로개미(""Tetramorium caespitum"". 주름개미속의 일종) 노랑미친개미(""Anoplolepis gracilipes""), 설탕개미(""Camponotus consobrinus"". 왕개미의 일종), 애집개미(""Monomorium pharaonis""), 목수개미, 아르헨티나 개미(""Linepithema humile""), 코코넛개미(""Tapinoma sessile""), 붉은불개미(""Solenopsis invicta"". 열마디개미의 일종), 유럽불개미(""Myrmica rubra"". 이름과는 달리 뿔개미의 일종)가 있다.","{'word': '노랑미친개미', 'start_idx': 63, 'end_idx': 68, 'type': 'INS'}","{'word': 'Anoplolepis gracilipes', 'start_idx': 71, 'end_idx': 92, 'type': 'INS'}",곤충:별칭
129,132,"그 중 50종이 인간의 생활 장소에 적응하여 집 근처에서 서식하는데, 번식력과 환경에 대한 적응력이 강해서 대표적인 위생해충으로 지목되고 있으며, 잔날개바퀴, 독일바퀴, 미국바퀴, 호주바퀴 등이 이에 해당된다. 하지만 바퀴류 중 해를 끼치는 것은 1% 미만이다.","{'word': '바퀴류', 'start_idx': 122, 'end_idx': 124, 'type': 'CLS'}","{'word': '1%', 'start_idx': 138, 'end_idx': 139, 'type': 'NOH'}",관계없음
955,1005,불개미의 모습이나 형태는 같은 속의 곰개미와 대체로 비슷하다.,"{'word': '곰개미', 'start_idx': 20, 'end_idx': 22, 'type': 'INS'}","{'word': '불개미', 'start_idx': 0, 'end_idx': 2, 'type': 'INS'}",관계없음
900,949,이 번데기에서 자라나온 개미는 노예사냥개미의 집을 자신의 집으로 알고 집단의 일을 돕는다.,"{'word': '노예사냥개미', 'start_idx': 17, 'end_idx': 22, 'type': 'INS'}","{'word': '개미', 'start_idx': 13, 'end_idx': 14, 'type': 'INS'}",관계없음
1239,1297,"알에서 깨어난 잠자리 유충(수채,학배기)은 물속에서 아가미를 사용해서 숨을 쉬는데, 이때 물잠자리 또는 실잠자리류 유충은 기관아가미를 이용하여 호흡하고 왕잠자리나 잠자리류는 배에 있는 부속기로 호흡한다. (부속기들로 공기를 들이마시고 내뿜은 원리)그러나 강한 아래턱을 쏘아 올챙이, 물고기를 사냥하여 잡아먹고 자라난 후 물 밖으로 나와 탈피하여 성충이 된다.(불완전변태) 성충이 된 잠자리는 각다귀, 멸구, 끝검은매미충, 모기, 파리 등의 작은 곤충들을 가시가 많아 덫처럼 사용할 수 있는 다리로 사냥하여 잡아먹는데, 동족끼리 잡아먹기도 한다.","{'word': '잠자리', 'start_idx': 214, 'end_idx': 216, 'type': 'INS'}","{'word': '파리', 'start_idx': 240, 'end_idx': 241, 'type': 'INS'}",곤충:먹이
628,643,모기·모기붙이·등에·파리매·똥파리·초파리·집파리·쇠파리·쉬파리·각다귀 등이 이에 포함된다.,"{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '파리매', 'start_idx': 11, 'end_idx': 13, 'type': 'INS'}",관계없음
615,628,"호랑나비를 소재로 한 노래로 이동기, 김홍경, 김흥국의 '호랑나비'가 있으며, 이후 이 곡은 나얼, 김연우, 보이비 등에 의해 리메이크되었다","{'word': '호랑나비', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '김흥국', 'start_idx': 26, 'end_idx': 28, 'type': 'POH'}",관계없음
517,521,"오스트레일리아의 맹그로브 습지에서 찾아 볼 수 있는 가시개미속의 물개미(""Polyrhachis sokolova"")는 수영을 할 수 있으며, 물 아래 개미집에서 서식한다.","{'word': '가시개미속의 물개미', 'start_idx': 29, 'end_idx': 38, 'type': 'INS'}","{'word': '물', 'start_idx': 78, 'end_idx': 78, 'type': 'LOC'}",곤충:서식지
45,46,대한민국의 매미는 최장 7년에 달하는 매미유충 때의 수명에 비해 매미성충의 수명은 매우 짧아 한달 남짓 된다.,"{'word': '매미성충', 'start_idx': 36, 'end_idx': 39, 'type': 'INS'}","{'word': '7년', 'start_idx': 13, 'end_idx': 14, 'type': 'NOH'}",관계없음
1148,1202,"전세계적으로 해충으로 분류되는 개미로는 도로개미(""Tetramorium caespitum"". 주름개미속의 일종) 노랑미친개미(""Anoplolepis gracilipes""), 설탕개미(""Camponotus consobrinus"". 왕개미의 일종), 애집개미(""Monomorium pharaonis""), 목수개미, 아르헨티나 개미(""Linepithema humile""), 코코넛개미(""Tapinoma sessile""), 붉은불개미(""Solenopsis invicta"". 열마디개미의 일종), 유럽불개미(""Myrmica rubra"". 이름과는 달리 뿔개미의 일종)가 있다.","{'word': '코코넛개미', 'start_idx': 206, 'end_idx': 210, 'type': 'INS'}","{'word': 'Tapinoma sessile', 'start_idx': 213, 'end_idx': 228, 'type': 'INS'}",곤충:별칭
1075,1126,"그외 곤충의 체액을 빨아먹는 육식성 동물들인 침노린재, 거미, 소금쟁이 등도 개미의 천적이다.","{'word': '거미', 'start_idx': 31, 'end_idx': 32, 'type': 'INS'}","{'word': '곤충의 체액', 'start_idx': 3, 'end_idx': 8, 'type': 'POH'}",곤충:먹이
5,6,개미의 애벌레는 거의 움직이지 않으며 일개미가 먹이고 돌본다.,"{'word': '개미의 애벌레', 'start_idx': 0, 'end_idx': 6, 'type': 'INS'}","{'word': '일개미', 'start_idx': 21, 'end_idx': 23, 'type': 'INS'}",관계없음
631,646,바퀴목은 곤충강 망시목에 속하는 목 또는 아목이다.,"{'word': '곤충강', 'start_idx': 5, 'end_idx': 7, 'type': 'CLS'}","{'word': '바퀴목', 'start_idx': 0, 'end_idx': 2, 'type': 'CLS'}",생물분류:하위분류
998,1048,꿀개미의 일개미 중에는 살아 있는 꿀통의 역할을 하는 꿀단지개미가 있다.,"{'word': '꿀단지개미', 'start_idx': 30, 'end_idx': 34, 'type': 'INS'}","{'word': '꿀통의 역할', 'start_idx': 19, 'end_idx': 24, 'type': 'NOP'}",곤충:특성
263,266,"모기의 머리에는 한 쌍의 더듬이가 있는데 각각 15마디로 이루어진 다절구조(多節構造)로써, 각 마디에는 둥근 털이 있다.","{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '머리', 'start_idx': 4, 'end_idx': 5, 'type': 'PHY'}",곤충:특성
657,680,나방은 나비목 곤충 중에 나비를 제외한 나머지를 두루 일컫는 말이다.,"{'word': '나비목', 'start_idx': 4, 'end_idx': 6, 'type': 'CLS'}","{'word': '나방', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}",생물분류:하위분류
226,229,"모기의 천적으로는 성충을 잡아먹는 박쥐, 파리매, 잠자리, 사마귀, 거미가 있고, 유충을 잡아먹는 물방개의 애벌레, 미꾸라지, 물장군의 애벌레, 잠자리의 애벌레, 가물치, 메기, 잉어 등 수중 생물이 있다.","{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '박쥐', 'start_idx': 19, 'end_idx': 20, 'type': 'NOI'}",곤충:천적
1178,1234,"개미 연구는 생태학과 사회생물학에서 가설을 검증받으며, 특히 종족 선택(kin selection)과 진화안정이론(evolutionarily stable strategies)를 검증하는 데 중요하다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '사회생물학', 'start_idx': 12, 'end_idx': 16, 'type': 'POH'}",관계없음
44,45,대한민국의 매미는 최장 7년에 달하는 매미유충 때의 수명에 비해 매미성충의 수명은 매우 짧아 한달 남짓 된다.,"{'word': '매미유충', 'start_idx': 21, 'end_idx': 24, 'type': 'INS'}","{'word': '한달', 'start_idx': 52, 'end_idx': 53, 'type': 'NOH'}",관계없음
1208,1264,"개미는 공상과학물에 등장하는 생물에도 영향을 주었는데 앤더의 게임, 스타쉽 트루퍼스, 뎀(Them! 1954년작), 제4의 종말(Phase IV, 1974년작)에 개미가 나온다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '제4의 종말', 'start_idx': 65, 'end_idx': 70, 'type': 'POH'}",관계없음
715,754,"집게벌레는 배 끝에 미모가 변형된 집게를 갖고 있고, 작은 곤충이나 썩은 낙엽, 부식질 등을 먹는 잡식성이다.","{'word': '집게벌레', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '부식질', 'start_idx': 45, 'end_idx': 47, 'type': 'POH'}",곤충:먹이
443,447,랜드마크가 없으면 사막 개미와 매우 가까운 종인 사하라 사막개미(Cataglyphis bicolor)는 마치 내부에 보도계(步度計)가 있는 것처럼 자신이 어느 방향으로 몇걸음을 걸었는지 재서 길을 찾는다.,"{'word': '사하라 사막개미', 'start_idx': 27, 'end_idx': 34, 'type': 'INS'}","{'word': '보도계', 'start_idx': 65, 'end_idx': 67, 'type': 'NOP'}",관계없음
1201,1257,잠자리목은 잠자리아목(불균시아목)과 실잠자리아목(균시아목)으로 나뉜다.,"{'word': '잠자리목', 'start_idx': 0, 'end_idx': 3, 'type': 'CLS'}","{'word': '잠자리아목', 'start_idx': 6, 'end_idx': 10, 'type': 'CLS'}",생물분류:하위분류
207,210,"벼룩은 주둥이로 피부를 뚫은 뒤 혈액을 빠는데, 숙주가 죽으면 바로 숙주를 떠난다.","{'word': '벼룩', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '혈액', 'start_idx': 18, 'end_idx': 19, 'type': 'POH'}",곤충:먹이
365,368,여러 열대지역 말벌은 나무에 둥지를 짓고 이런 물질로 개미의 침입을 막는다고 한다.,"{'word': '말벌', 'start_idx': 8, 'end_idx': 9, 'type': 'INS'}","{'word': '나무', 'start_idx': 12, 'end_idx': 13, 'type': 'LOC'}",곤충:서식지
167,170,"모기는 낮에는 풀숲에서 잠을 자고 밤에 활동하는 야행성 동물로써, 모기의 성충은 일반적으로 과즙이나 꽃의 꿀 같은 당분을 주된 칼로리원으로 하며, 흡혈은 암컷의 난소 발육을 위해서만 필요하고, 수컷은 흡혈하지 않는다.","{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '야행성', 'start_idx': 27, 'end_idx': 29, 'type': 'NOP'}",곤충:특성
423,427,부딪치기 전에 이 개미는 체내 메커니즘에 따라 턱을 매우 넓게 벌리고 그 자세로 자신을 고정시킨다.,"{'word': '개미', 'start_idx': 10, 'end_idx': 11, 'type': 'INS'}","{'word': '턱', 'start_idx': 26, 'end_idx': 26, 'type': 'PHY'}",곤충:특성
304,307,"과거 한국에는 잔날개바퀴(""Blatta orientalis"")가 서식한다고 명시되어 있었으나 그것은 집바퀴(""Periplaneta japonica"")를 오동정한 것이다.","{'word': '집바퀴', 'start_idx': 56, 'end_idx': 58, 'type': 'INS'}","{'word': '한국', 'start_idx': 3, 'end_idx': 4, 'type': 'LOC'}",곤충:서식지
638,653,"여치()는 여치과의 곤충으로, 몸길이는 30-36mm이고 머리부터 날개 끝까지의 길이는 32-44mm다.","{'word': '여치', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '머리', 'start_idx': 32, 'end_idx': 33, 'type': 'PHY'}",곤충:특성
488,492,어떤 경우 진디는 개미가 더듬이를 가볍게 치면 거기에 반응하면서 단물을 분비하기도 한다.,"{'word': '진디', 'start_idx': 6, 'end_idx': 7, 'type': 'INS'}","{'word': '더듬이', 'start_idx': 14, 'end_idx': 16, 'type': 'PHY'}",곤충:특성
131,134,"그 중 50종이 인간의 생활 장소에 적응하여 집 근처에서 서식하는데, 번식력과 환경에 대한 적응력이 강해서 대표적인 위생해충으로 지목되고 있으며, 잔날개바퀴, 독일바퀴, 미국바퀴, 호주바퀴 등이 이에 해당된다. 하지만 바퀴류 중 해를 끼치는 것은 1% 미만이다.","{'word': '독일바퀴', 'start_idx': 89, 'end_idx': 92, 'type': 'INS'}","{'word': '번식력', 'start_idx': 39, 'end_idx': 41, 'type': 'NOP'}",곤충:특성
204,207,"소금쟁이는 물 속이나 낙엽 밑에서 겨울잠을 자며, 겨울잠에서 깨어난 암컷은 봄이나 여름에 물에 떠있는 물체 위에 알을 낳는다.","{'word': '소금쟁이', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '여름', 'start_idx': 46, 'end_idx': 47, 'type': 'DAT'}",관계없음
61,62,"초기 단계 부채벌레목 유충과 부채벌레목 수컷 성충은 짧은 수명 동안에 자유 생활을 하지만, 대부분은 거의 모든 시간을 벌, 말벌, 매미, 좀, 바퀴 등과 같은 다른 곤충의 몸에서 기생한다.","{'word': '부채벌레목 유충', 'start_idx': 6, 'end_idx': 13, 'type': 'INS'}","{'word': '매미', 'start_idx': 73, 'end_idx': 74, 'type': 'INS'}",곤충:공생
437,441,여왕개미 계급이 있는 개미 종에서는 지배자 여왕개미가 특정한 페로몬 분비를 멈추면 일개미들이 군체의 새로운 여왕 개미를 추대하게 된다.,"{'word': '여왕개미', 'start_idx': 24, 'end_idx': 27, 'type': 'INS'}","{'word': '페로몬', 'start_idx': 34, 'end_idx': 36, 'type': 'PHY'}",곤충:특성
665,693,"물방개 또는 선두리(, , )는 대한민국에 서식하는 물방개과의 곤충 중 가장 큰 종이다.","{'word': '물방개과', 'start_idx': 29, 'end_idx': 32, 'type': 'CLS'}","{'word': '선두리', 'start_idx': 7, 'end_idx': 9, 'type': 'INS'}",생물분류:하위분류
839,888,쥐며느리는 곤충처럼 몸의 수분을 유지하기에 효과적인 큐티클층 껍데기가 없기 때문에 돌 밑처럼 어둡고 눅눅한 곳에서 살며 주로 썩은 식물을 먹는다.,"{'word': '쥐며느리', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '썩은 식물', 'start_idx': 70, 'end_idx': 74, 'type': 'POH'}",곤충:먹이
667,695,"물방개 또는 선두리(, , )는 대한민국에 서식하는 물방개과의 곤충 중 가장 큰 종이다.","{'word': '물방개', 'start_idx': 0, 'end_idx': 2, 'type': 'INS'}","{'word': '선두리', 'start_idx': 7, 'end_idx': 9, 'type': 'INS'}",관계없음
485,489,"선충(""Myrmeconema neotropicum"")은 밀림개미(""Cephalotes atratus"")를 감염시켜 검은색 배를 빨갛게 만든다.","{'word': '밀림개미', 'start_idx': 31, 'end_idx': 34, 'type': 'INS'}","{'word': '선충', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}",곤충:천적
744,786,"집게벌레목은 애흰수염집게벌레, 고마로브집게벌레 등 집게벌레과에 속한 곤충들을 통틀어 부르는 분류이다.","{'word': '집게벌레과', 'start_idx': 28, 'end_idx': 32, 'type': 'CLS'}","{'word': '고마로브집게벌레', 'start_idx': 17, 'end_idx': 24, 'type': 'INS'}",생물분류:하위분류
